
Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,26,GSW,NBA,PF,42,42,32.3,6.5,14.2,.456,1.7,4.2,.417,4.7,10.0,.473,2.3,3.4,.681,1.9,4.5,6.4,2.3,1.0,0.3,1.9,3.6,17.0
2007-08,27,GSW,NBA,C,81,59,27.0,5.0,11.4,.434,1.9,5.0,.375,3.1,6.4,.482,1.8,2.3,.774,1.3,4.1,5.4,1.6,0.9,0.2,1.1,3.3,13.6
2008-09,28,TOT,NBA,PF,73,56,34.9,7.3,16.6,.439,2.3,6.4,.364,4.9,10.2,.487,3.2,4.0,.793,1.4,4.9,6.2,1.4,1.2,0.3,2.2,3.1,20.1
2008-09,28,GSW,NBA,PF,5,5,33.2,4.6,14.0,.329,2.2,5.6,.393,2.4,8.4,.286,1.0,2.0,.500,2.0,3.6,5.6,2.0,1.4,0.0,1.4,2.8,12.4
2008-09,28,NYK,NBA,PF,68,51,35.0,7.5,16.8,.446,2.4,6.5,.362,5.1,10.3,.499,3.4,4.2,.804,1.3,5.0,6.3,1.4,1.2,0.3,2.3,3.1,20.7
2009-10,29,NYK,NBA,PF,72,15,30.5,6.2,14.3,.435,1.9,5.7,.342,4.3,8.6,.496,3.3,4.4,.757,1.2,4.4,5.6,1.5,0.9,0.4,1.8,2.9,17.7
2010-11,30,DEN,NBA,PF,73,3,22.8,3.8,9.2,.416,1.6,4.5,.357,2.2,4.8,.473,1.2,1.6,.735,1.0,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5
2011-12,31,DEN,NBA,PF,64,1,27.5,5.4,12.1,.446,1.6,4.7,.333,3.8,7.3,.519,1.9,2.8,.676,1.1,5.0,6.1,1.4,0.9,0.2,1.8,2.8,14.2
2012-13,32,ORL,NBA,C,10,0,11.9,2.0,5.7,.351,0.8,3.0,.267,1.2,2.7,.444,0.3,0.4,.750,0.6,2.1,2.7,1.0,0.4,0.1,0.7,1.8,5.1
2013-14,33,WAS,NBA,PF,34,0,15.0,2.4,6.1,.396,1.0,2.9,.340,1.4,3.1,.449,0.8,1.0,.771,0.4,1.9,2.4,0.8,0.4,0.0,1.0,2.1,6.6
Career,,,NBA,,981,445,28.6,5.1,11.5,.444,1.0,2.8,.352,4.1,8.7,.474,2.2,3.1,.727,1.5,4.1,5.6,1.7,0.9,0.3,1.9,3.1,13.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,IND,NBA,,390,127,26.5,4.2,9.3,.451,0.3,0.7,.338,4.0,8.6,.461,2.0,2.7,.733,1.7,3.7,5.4,1.4,0.8,0.3,1.8,3.1,10.7
2 seasons,,ATL,NBA,,142,142,37.5,7.1,15.5,.455,0.6,1.9,.309,6.5,13.7,.475,3.4,4.9,.683,2.0,5.0,6.9,3.1,1.2,0.2,2.8,3.9,18.1
2 seasons,,NYK,NBA,,140,66,32.7,6.8,15.5,.441,2.1,6.1,.353,4.7,9.4,.497,3.4,4.3,.779,1.3,4.7,5.9,1.4,1.0,0.3,2.0,3.0,19.2
2 seasons,,DEN,NBA,,137,4,25.0,4.6,10.6,.432,1.6,4.6,.345,3.0,6.0,.499,1.5,2.1,.700,1.1,4.2,5.3,1.4,0.7,0.2,1.6,2.8,12.2
3 seasons,,GSW,NBA,,128,106,29.0,5.4,12.4,.438,1.9,4.8,.388,3.6,7.6,.469,1.9,2.7,.727,1.5,4.2,5.8,1.9,0.9,0.2,1.4,3.4,14.7
1 season,,WAS,NBA,,34,0,15.0,2.4,6.1,.396,1.0,2.9,.340,1.4,3.1,.449,0.8,1.0,.771,0.4,1.9,2.4,0.8,0.4,0.0,1.0,2.1,6.6
1 season,,ORL,NBA,,10,0,11.9,2.0,5.7,.351,0.8,3.0,.267,1.2,2.7,.444,0.3,0.4,.750,0.6,2.1,2.7,1.0,0.4,0.1,0.7,1.8,5.1
